SRCID,IntDate,Mode,ORDER,A1,A2,A2_oth,A3,A4_order,A4a,A4b,A4c,A4d,A4e,A4f,B1a,B1b,B1c,B1d,B3,B4,B6_order,B6a,B6b,B6c,B6d,B6e,B6f,B6g,B7,V1,V2_1_C1_Name,V2_2_C1_Name,V2_3_C1_Name,V2_4_C1_Name,V2_5_C1_Name,V2_1_C1_Age,V2_2_C1_Age,V2_3_C1_Age,V2_4_C1_Age,V2_5_C1_Age,V2_1_C1_Emp,V2_2_C1_Emp,V2_3_C1_Emp,V2_4_C1_Emp,V2_5_C1_Emp,V2_1_C1_Occ,V2_2_C1_Occ,V2_3_C1_Occ,V2_4_C1_Occ,V2_5_C1_Occ,V2_1_C1_OccCat,V2_2_C1_OccCat,V2_3_C1_OccCat,V2_4_C1_OccCat,V2_5_C1_OccCat,V2_1_C1_Rate,V2_2_C1_Rate,V2_3_C1_Rate,V2_4_C1_Rate,V2_5_C1_Rate,V2_1_C1_Care,V2_2_C1_Care,V2_3_C1_Care,V2_4_C1_Care,V2_5_C1_Care,V2_1_C1_Health,V2_2_C1_Health,V2_3_C1_Health,V2_4_C1_Health,V2_5_C1_Health,V2_1_C2_Name,V2_2_C2_Name,V2_3_C2_Name,V2_4_C2_Name,V2_5_C2_Name,V2_1_C2_Age,V2_2_C2_Age,V2_3_C2_Age,V2_4_C2_Age,V2_5_C2_Age,V2_1_C2_Emp,V2_2_C2_Emp,V2_3_C2_Emp,V2_4_C2_Emp,V2_5_C2_Emp,V2_1_C2_Occ,V2_2_C2_Occ,V2_3_C2_Occ,V2_4_C2_Occ,V2_5_C2_Occ,V2_1_C2_OccCat,V2_2_C2_OccCat,V2_3_C2_OccCat,V2_4_C2_OccCat,V2_5_C2_OccCat,V2_1_C2_Rate,V2_2_C2_Rate,V2_3_C2_Rate,V2_4_C2_Rate,V2_5_C2_Rate,V2_1_C2_Care,V2_2_C2_Care,V2_3_C2_Care,V2_4_C2_Care,V2_5_C2_Care,V2_1_C2_Health,V2_2_C2_Health,V2_3_C2_Health,V2_4_C2_Health,V2_5_C2_Health,V2_1,V2_2,V2_3,V2_4,V2_5,D1a,D1b,D1c,D1d,D1e,D1f,D3,E1a,E1b,E1c,E1d,E1e,E1f,E1g,E1h,E2,E3,E20a,E20b,E5,E18,E19,E6,E7,E8,E10,E11a,E12,E13,E14,E15_1,E15_2,E15_3,E15_4,E15_5,E15_DK,E15_REF,E16,E17,DUM1,DUM2,DUM3,GINTRO2_GINTRO3_Order,C_SETS_Selected01,C_SETS_Selected02,C_SETS_Selected03,C_SETS_Selected04,C_SETS_Selected05,C_SETS_Selected06,C_SETS_Selected07,C_SETS_Selected08,C_SETS_Selected09,C_SETS_Selected10,C_SETS_Selected11,C_SETS_Selected12,C_SETS_Selected13,C_SETS_Selected14,C_SETS_Selected15,C_SETS_Selected16,C_SETS_Selected17,C_SETS_Selected18,C_SETS_Selected19,C_SETS_Selected20,C_SETS_Selected21,C_SETS_Selected22,C_SETS_Selected23,C_SETS_Selected24,C_SETS_Selected25,C_SETS_Selected26,C_SETS_Selected27,C_SETS_Selected28,C_SETS_Selected29,C_SETS_Selected30,C_SETS_Selected31,C_SETS_Selected32,C_SETS_Selected33,C_SETS_Selected34,C_SETS_Selected35,C_SETS_Selected36,Set_Order_txt,Attribute_Lst_Order,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,C_Loop_1_C_SET,C_Loop_2_C_SET,C_Loop_3_C_SET,C_Loop_4_C_SET,C_Loop_5_C_SET,C_Loop_1_C_Order_txt,C_Loop_2_C_Order_txt,C_Loop_3_C_Order_txt,C_Loop_4_C_Order_txt,C_Loop_5_C_Order_txt,C_Loop_1_C1,C_Loop_2_C1,C_Loop_3_C1,C_Loop_4_C1,C_Loop_5_C1,C_Loop_1_C1_Employment,C_Loop_2_C1_Employment,C_Loop_3_C1_Employment,C_Loop_4_C1_Employment,C_Loop_5_C1_Employment,C_Loop_1_C1_Inequality,C_Loop_2_C1_Inequality,C_Loop_3_C1_Inequality,C_Loop_4_C1_Inequality,C_Loop_5_C1_Inequality,C_Loop_1_C1_Borders,C_Loop_2_C1_Borders,C_Loop_3_C1_Borders,C_Loop_4_C1_Borders,C_Loop_5_C1_Borders,C_Loop_1_C1_COVID_infections,C_Loop_2_C1_COVID_infections,C_Loop_3_C1_COVID_infections,C_Loop_4_C1_COVID_infections,C_Loop_5_C1_COVID_infections,C_Loop_1_C1_Mental_health,C_Loop_2_C1_Mental_health,C_Loop_3_C1_Mental_health,C_Loop_4_C1_Mental_health,C_Loop_5_C1_Mental_health,C_Loop_1_C1_Social_isolation,C_Loop_2_C1_Social_isolation,C_Loop_3_C1_Social_isolation,C_Loop_4_C1_Social_isolation,C_Loop_5_C1_Social_isolation,C_Loop_1_C2,C_Loop_2_C2,C_Loop_3_C2,C_Loop_4_C2,C_Loop_5_C2,C_Loop_1_C2_Employment,C_Loop_2_C2_Employment,C_Loop_3_C2_Employment,C_Loop_4_C2_Employment,C_Loop_5_C2_Employment,C_Loop_1_C2_Inequality,C_Loop_2_C2_Inequality,C_Loop_3_C2_Inequality,C_Loop_4_C2_Inequality,C_Loop_5_C2_Inequality,C_Loop_1_C2_Borders,C_Loop_2_C2_Borders,C_Loop_3_C2_Borders,C_Loop_4_C2_Borders,C_Loop_5_C2_Borders,C_Loop_1_C2_COVID_infections,C_Loop_2_C2_COVID_infections,C_Loop_3_C2_COVID_infections,C_Loop_4_C2_COVID_infections,C_Loop_5_C2_COVID_infections,C_Loop_1_C2_Mental_health,C_Loop_2_C2_Mental_health,C_Loop_3_C2_Mental_health,C_Loop_4_C2_Mental_health,C_Loop_5_C2_Mental_health,C_Loop_1_C2_Social_isolation,C_Loop_2_C2_Social_isolation,C_Loop_3_C2_Social_isolation,C_Loop_4_C2_Social_isolation,C_Loop_5_C2_Social_isolation,G1_1,G1_2,G1_3,G1_4,G1_5,F1_order,F1a,F1b,F1c,F1d,F1e,F1f,F1g,F1h,F2_order,F2a,F2b,F2c,F3_order,F3a,F3b,F3c,F4_order,F4a,F4b,F4c,F4d,F4e,F4f,F4g,F5a,F5b,F5c,p_state,p_region,p_geography,p_seifa,p_gender,p_age_group,p_age_group_r,d_cob_group,p_citizen,p_lote,p_atsi,p_house_str,p_education,weight,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc,StateMap
2477,15-AUG-2020,1,1,2,3, ,5,"d,b,e,c,a,f",2,2,2,1,1,1,1,2,2,1,4,2,"g,c,f,b,e,d,a",-99,-99,-99,-99,-99,1,1,1,4,35,23,12,10,20,55,41,9,59,38,2,1,2,3,1,0,10,0,0,3,3,2,3,3,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,2,27,19,13,8,40,28,13,37,30,17,1,1,1,2,1,46,4,7,0,43,3,1,2,3,3,1,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,1,1,5,3,3,3,2,1,3,1,2,2,2,2,2,1,2,1,1,2,1,25, ,2, , , ,-99,2,25,4,-99,1,0,0,0,0,0,0,2, ,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,"set27,set33,set13,set22,set31","_2,_6,_3,_1,_5,_4",Household’s economic circumstances,Social isolation,Borders,Employment,Mental health,COVID infection rate,27,33,13,22,31,"{Choice27,Choice63}","{Choice69,Choice33}","{Choice13,Choice49}","{Choice58,Choice22}","{Choice31,Choice67}",27,69,13,58,31,1,0,1,0,1,2,1,1,1,1,1,1,0,0,1,1,1,1,2,1,1,0,0,1,0,1,0,1,1,0,63,33,49,22,67,1,0,1,0,1,2,1,1,1,1,0,0,1,1,0,2,0,2,1,2,0,1,1,0,1,0,1,0,0,1,2,1,1,2,1,"d,g,h,a,e,b,c,f",1,2,2,3,2,1,1,1,"a,c,b",2,2,2,"a,c,b",2,2,3,"g,c,f,b,e,d,a",2,2,2,2,1,2,1, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.511031745956285,2,2,2,2,2
1043,11-AUG-2020,1,1,1,3, ,8,"f,d,c,a,b,e",3,3,2,1,2,2,2,2,2,1, ,2,"b,e,d,g,a,f,c",-99,-99,-99,-99,-99,1,1,1,4,13,39,9,29,10,56,47,37,55,67,1,1,1,2,3,2,16,14,0,0,1,2,2,3,3,2,1,1,1,2,2,2,1,2,1,2,2,1,1,2,23,1,33,5,2,22,12,21,6,62,1,1,1,1,3,21,17,1,4,0,3,2,1,1,3,2,1,1,2,2,1,2,1,2,1,1,1,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2, ,1,1,1,35, ,2, , , ,-99,1,5,4,-99,1,0,0,0,0,0,0,2, ,2,2,3,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"set11,set33,set12,set3,set29","_6,_1,_5,_2,_3,_4",Social isolation,Employment,Mental health,Household’s economic circumstances,Borders,COVID infection rate,11,33,12,3,29,"{Choice11,Choice47}","{Choice69,Choice33}","{Choice12,Choice48}","{Choice39,Choice3}","{Choice29,Choice65}",11,69,12,39,29,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,2,0,1,1,0,0,1,1,0,0,1,0,0,47,33,48,3,65,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,2,0,0,2,2,0,1,1,0,0,1,1,0,1,1,1,2,2,2,2,"f,c,e,d,b,g,a,h",1,1,1,1,1,1,1,2,"c,a,b",2,3,2,"c,a,b",1,1,1,"b,e,d,g,a,f,c",2,2,2,2,2,2,2, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.52292570052635,1,3,3,2,2
948,11-AUG-2020,1,2,2,1, ,3,"b,d,a,f,e,c",2,4,4,1,1,2,1,2,2,1,1,3,"g,f,d,e,a,b,c",-99,-99,-99,-99,-99,1,1,1,4,24,22,32,33,10,59,45,67,51,9,3,2,3,1,1,0,0,0,11,13,3,3,3,2,2,2,1,1,2,1,2,1,2,1,2,2,2,2,1,1,7,6,23,8,21,54,34,44,18,42,1,1,1,1,1,4,49,16,31,17,1,3,2,3,2,1,2,1,2,2,2,1,1,1,2,1,1,2,1,2,2,1,2,1,1,3,1,1,4,2,1,3,1,2,2,2,2,2,1,2,1,2, , ,7, ,1,1,1,3,-99,2,2,4,-99,1,0,0,0,0,0,0,2, ,2,2,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"set36,set8,set18,set32,set10","_4,_3,_1,_5,_6,_2",COVID infection rate,Borders,Employment,Mental health,Social isolation,Household’s economic circumstances,36,8,18,32,10,"{Choice72,Choice36}","{Choice8,Choice44}","{Choice54,Choice18}","{Choice32,Choice68}","{Choice46,Choice10}",72,8,54,32,46,0,0,0,1,1,2,2,2,1,0,1,1,0,1,1,2,0,2,2,1,0,1,1,1,1,0,1,0,0,0,36,44,18,68,10,0,0,0,1,1,2,2,2,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,2,2,2,2,2,"f,a,g,h,e,d,b,c",3,2,1,2,1,2,2,2,"b,c,a",1,1,1,"b,c,a",1,1,2,"g,f,d,e,a,b,c",2,2,2,2,2,2,2, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.204096836406468,2,3,1,2,2
1688,12-AUG-2020,1,2,2,1, ,5,"a,c,e,b,f,d",2,2,3,2,2,1,2,2,2,1, ,2,"e,b,d,a,g,c,f",-99,-99,-99,-99,-99,1,1,1,4,32,40,36,35,19,55,28,6,68,62,1,2,1,3,3,17,0,38,0,0,2,3,3,3,3,1,2,1,1,2,1,1,2,2,1,1,1,2,2,1,15,5,10,22,25,23,44,51,7,20,1,1,2,1,1,28,6,0,3,24,3,1,3,1,3,2,2,1,2,1,1,2,1,2,2,1,2,2,1,2,1,2,2,2,1,4,4,3,4,3,4,3,2,2,2,2,1,2,2,2, , , , , ,2, , , , ,-99,2, ,2,-99, , , , , , , ,2, ,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,"set25,set27,set24,set11,set34","_5,_6,_3,_1,_4,_2",Mental health,Social isolation,Borders,Employment,COVID infection rate,Household’s economic circumstances,25,27,24,11,34,"{Choice61,Choice25}","{Choice27,Choice63}","{Choice60,Choice24}","{Choice11,Choice47}","{Choice70,Choice34}",61,27,60,11,70,0,1,1,0,1,2,2,1,0,2,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,25,63,24,47,34,0,1,1,0,1,2,2,1,0,2,1,0,1,1,1,2,2,0,2,2,0,0,1,0,0,0,0,1,1,0,1,2,1,1,1,"a,d,e,g,h,b,c,f",2,1,1,1,1,1,1,2,"a,b,c",3,3,3,"a,b,c",1,2,2,"e,b,d,a,g,c,f",2,2,2,2,2,2,2, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.447918839204476,1,3,3,2,2
2837,18-AUG-2020,1,1,2,1, ,7,"a,f,e,d,c,b",1,2,1,1,1,1,2,2,2,1, ,2,"f,d,e,c,b,a,g",-99,-99,-99,-99,-99,1,1,1,4,10,35,23,33,6,49,28,27,29,55,1,1,1,1,3,42,25,2,7,0,3,3,1,2,3,2,2,1,2,1,1,1,2,2,2,2,1,1,2,2,1,28,7,20,38,5,66,57,6,2,1,3,3,1,2,17,0,0,4,0,2,3,3,1,3,2,1,1,2,1,2,1,1,2,1,2,1,1,2,1,-98,1,2,1,2,3,3,3,4,2,2,2,1,2,2,2,2,2,1,2,7,1,1,1,10, ,1, , , ,-99,2,50,4,-99,1,0,0,0,0,0,0,2, ,2,2,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"set20,set3,set26,set7,set22","_5,_3,_4,_2,_6,_1",Mental health,Borders,COVID infection rate,Household’s economic circumstances,Social isolation,Employment,20,3,26,7,22,"{Choice20,Choice56}","{Choice39,Choice3}","{Choice26,Choice62}","{Choice43,Choice7}","{Choice22,Choice58}",20,39,26,43,22,1,1,1,0,0,0,0,2,2,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,56,3,62,7,58,1,1,1,0,0,0,0,2,2,1,1,0,1,0,0,2,2,1,2,2,0,0,0,0,1,1,1,1,0,1,2,2,2,2,1,"c,d,e,f,h,b,a,g",2,2,2,2,2,2,2,2,"a,b,c",4,4,4,"a,b,c",2,4,2,"f,d,e,c,b,a,g",2,2,2,2,2,2,1, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.02283094994488,2,2,2,2,2
1094,11-AUG-2020,1,1,2,1, ,5,"e,a,d,c,f,b",2,3,3,2,4,2,2,2,2,1, ,2,"a,f,c,e,b,g,d",-99,-99,-99,-99,-99,1,1,2,4,37,31,8,5,2,44,18,13,59,4,2,1,1,3,1,0,7,2,0,1,3,2,1,3,1,1,1,1,2,2,1,1,1,2,2,2,1,2,1,2,17,35,4,20,1,57,23,17,19,15,3,1,1,1,1,0,5,22,19,4,3,1,3,3,1,1,1,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,3,2,1,1,2,1,2,2,2,2,2,1,2,1,2, , ,25, ,1,1,2,3,-99,2,50,4,-99, , , , , , , ,2, ,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,"set16,set21,set25,set27,set23","_5,_2,_4,_6,_3,_1",Mental health,Household’s economic circumstances,COVID infection rate,Social isolation,Borders,Employment,16,21,25,27,23,"{Choice52,Choice16}","{Choice21,Choice57}","{Choice61,Choice25}","{Choice27,Choice63}","{Choice59,Choice23}",52,21,61,27,59,1,1,0,1,1,2,0,2,2,1,1,1,0,1,1,0,2,0,1,0,1,1,1,1,0,0,1,1,1,1,16,57,25,63,23,1,1,0,1,1,2,0,2,2,1,0,0,1,0,0,2,0,2,2,2,0,0,0,0,1,1,0,0,0,0,1,1,2,1,2,"e,b,g,c,h,f,d,a",3,2,2,2,3,1,2,2,"b,c,a",2,3,2,"b,c,a",2,3,3,"a,f,c,e,b,g,d",2,2,1,2,2,2,2, , ,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.446358766998337,1,2,1,2,2
2181,14-AUG-2020,1,1,1,-98, ,5,"a,d,e,c,f,b",2,2,2,2,1,1,1,2,2,1,5,3,"a,g,e,d,f,b,c",-99,-99,-99,-99,-99,1,1,1,4,24,33,12,29,7,51,67,21,57,27,1,3,1,2,2,3,0,49,0,0,1,3,3,3,3,2,1,2,1,2,2,2,2,1,1,1,2,2,1,2,5,27,21,31,38,56,59,11,63,34,2,3,1,3,1,0,0,16,0,27,3,3,2,3,3,1,2,1,2,1,1,1,2,2,1,1,2,2,1,1,2,1,2,1,2,3,3,3,3,1,1,1,2,2,2,2,2,1,1,2,6, , , , ,2, , , , ,-99,2, ,4,-99,1,0,0,0,0,0,0,2, ,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,"set32,set4,set30,set34,set13","_2,_1,_4,_3,_5,_6",Household’s economic circumstances,Employment,COVID infection rate,Borders,Mental health,Social isolation,32,4,30,34,13,"{Choice32,Choice68}","{Choice40,Choice4}","{Choice30,Choice66}","{Choice70,Choice34}","{Choice13,Choice49}",32,40,30,70,13,1,0,0,1,1,1,1,0,2,1,1,1,0,0,0,2,2,2,0,1,1,1,1,1,0,0,1,1,1,1,68,4,66,34,49,1,0,0,1,1,1,1,0,2,1,0,0,1,1,1,0,1,0,2,2,0,0,0,0,1,1,0,0,0,0,2,2,2,1,1,"g,c,b,h,e,f,a,d",1,2,2,2,1,2,1,1,"a,c,b",2,2,3,"a,c,b",1,2,2,"a,g,e,d,f,b,c",2,2,2,2,1,2,1, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.17685258142666,2,4, ,2,2
2244,14-AUG-2020,1,2,2,4, ,6,"e,b,c,a,f,d",2,2,2,2,2,2,2,2,2,1, ,3,"c,g,e,f,b,a,d",-99,-99,-99,-99,-99,1,1,1,3,20,27,34,31,38,38,22,39,53,20,1,1,1,1,1,11,2,8,44,14,2,1,2,3,2,1,1,1,2,1,1,2,2,2,1,1,2,1,2,2,29,2,37,13,10,30,27,43,60,35,1,1,2,3,1,4,25,0,0,13,1,3,3,3,2,2,1,2,2,2,1,2,1,1,2,1,1,1,2,2,1,2,1,2,1,2,2,2,2,3,3,3,2,1,1,2,2,2,2,2,2, , , , ,2, , , , ,-99,2, ,4,-99,0,0,1,0,0,0,0,2, ,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"set7,set28,set14,set32,set15","_3,_1,_6,_2,_5,_4",Borders,Employment,Social isolation,Household’s economic circumstances,Mental health,COVID infection rate,7,28,14,32,15,"{Choice43,Choice7}","{Choice28,Choice64}","{Choice50,Choice14}","{Choice32,Choice68}","{Choice51,Choice15}",43,28,50,32,51,0,1,0,1,0,2,0,1,1,1,1,1,1,1,0,0,0,0,2,1,1,0,0,1,1,1,0,1,0,0,7,64,14,68,15,0,1,0,1,0,2,0,1,1,1,0,0,0,0,1,2,1,2,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,2,2,"g,e,a,h,d,c,f,b",3,2,3,3,2,2,1,3,"b,a,c",2,3,2,"b,a,c",2,2,4,"c,g,e,f,b,a,d",2,2,2,2,2,2,1, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.637876779559802,2,3,1,2,2
890,11-AUG-2020,1,2,1,1, ,7,"a,e,c,d,f,b",2,2,2,1,2,1,2,2,2,1, ,2,"d,a,e,g,b,f,c",-99,-99,-99,-99,-99,1,1,2,4,1,32,18,14,4,11,62,65,9,66,1,3,3,1,3,5,0,0,4,0,1,3,3,1,3,1,2,1,1,1,2,1,2,1,1,2,1,1,1,2,13,34,40,2,33,6,54,15,22,50,2,1,1,1,3,0,1,15,39,0,3,1,2,3,3,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,1,1,2,1,2,3,1,2,1,1,1,1,2,2,2,2,2,1,2,2, , , , , ,2, , , , ,-99,1, ,4,-99,1,0,0,0,0,0,0,2, ,1,1,3,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"set4,set7,set2,set19,set32","_5,_6,_3,_1,_4,_2",Mental health,Social isolation,Borders,Employment,COVID infection rate,Household’s economic circumstances,4,7,2,19,32,"{Choice40,Choice4}","{Choice7,Choice43}","{Choice38,Choice2}","{Choice19,Choice55}","{Choice68,Choice32}",40,7,38,19,68,0,0,0,0,1,1,2,0,0,1,1,0,0,1,0,2,2,2,0,0,1,0,0,0,0,1,0,0,0,1,4,43,2,55,32,0,0,0,0,1,1,2,0,0,1,0,1,1,0,1,1,0,1,1,2,0,1,1,1,1,0,1,1,1,0,2,1,1,1,1,"c,b,a,g,f,e,d,h",1,1,2,1,2,1,1,3,"a,c,b",2,4,2,"a,c,b",1,2,2,"d,a,e,g,b,f,c",1,2,2,2,1,2,1,3, , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.19018108054387,1,4,1,2,2
1882,13-AUG-2020,1,1,1,1, ,7,"a,c,d,b,e,f",1,1,1,1,1,1,2,2,2,1, ,3,"d,b,g,e,f,c,a",-99,-99,-99,-99,-99,1,1,1,4,26,34,35,27,7,64,5,28,37,31,3,1,1,1,2,0,19,5,9,0,3,3,1,2,3,1,2,2,1,2,1,2,1,1,1,1,2,1,2,1,32,17,25,28,31,67,18,46,19,11,3,2,1,2,1,0,0,25,0,12,3,3,3,3,2,1,2,1,2,1,2,2,1,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,6, , , , ,2, , , , ,-99,2, ,1,-99, , , , , , , ,2, ,2,2,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"set34,set5,set12,set19,set31","_6,_4,_1,_2,_5,_3",Social isolation,COVID infection rate,Employment,Household’s economic circumstances,Mental health,Borders,34,5,12,19,31,"{Choice70,Choice34}","{Choice5,Choice41}","{Choice48,Choice12}","{Choice19,Choice55}","{Choice67,Choice31}",70,5,48,19,67,1,0,0,0,1,2,1,0,0,1,0,1,0,1,0,0,2,0,0,2,1,1,1,0,1,1,1,0,0,1,34,41,12,55,31,1,0,0,0,1,2,1,0,0,1,1,0,1,0,1,2,0,2,1,1,0,0,0,1,0,0,0,1,1,0,1,2,1,1,2,"c,e,d,b,f,h,g,a",1,1,1,1,2,1,1,2,"a,b,c",1,1,1,"a,b,c",1,2,3,"d,b,g,e,f,c,a",1,-99,-99,-99,-99,-99,1,4, , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.260472857788183,2,4,1,2,2
667,11-AUG-2020,1,1,2,3, ,2,"c,f,d,e,a,b",3,2,3,1,2,1,2,2,2,1, ,1,"c,f,b,g,a,d,e",-99,-99,-99,-99,-99,1,1,1,4,3,17,28,4,18,45,57,9,25,2,2,2,1,1,1,0,0,2,46,1,3,3,1,3,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,13,1,38,16,15,26,51,62,7,63,2,3,3,1,3,0,0,0,3,0,3,3,3,1,3,1,2,2,2,2,1,1,2,1,2,2,1,1,2,2,1,2,1,2,1,5,2,2,3,2,2,2,2,1,2,2,2,2,1,2,7, , , , ,1, , , , ,-99,4, ,4,-99,0,0,1,0,0,0,0,2, ,1,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"set11,set15,set6,set24,set36","_3,_1,_6,_2,_4,_5",Borders,Employment,Social isolation,Household’s economic circumstances,COVID infection rate,Mental health,11,15,6,24,36,"{Choice11,Choice47}","{Choice51,Choice15}","{Choice6,Choice42}","{Choice60,Choice24}","{Choice36,Choice72}",11,51,6,60,36,0,0,1,1,0,0,1,1,1,2,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,47,15,42,24,72,0,0,1,1,0,0,1,1,1,2,1,1,1,1,1,2,0,1,0,2,0,0,1,1,0,1,1,0,1,0,1,2,1,2,1,"c,a,d,h,g,e,f,b",2,1,1,2,1,1,1,1,"c,b,a",5,5,5,"c,b,a",2,4,5,"c,f,b,g,a,d,e",2,2,2,2,2,2,1, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.885102021250146,2,1,2,2,2
127,12-AUG-2020,1,1,2,3, ,8,"d,f,e,c,a,b",2,2,2,2,1,1,1,2,2,1,3,3,"a,g,c,d,e,f,b",-99,-99,-99,-99,-99,1,1,1,3,23,14,15,16,13,35,10,14,51,40,1,1,1,1,3,24,9,5,7,0,3,2,1,2,3,2,2,1,1,1,2,1,1,2,2,1,1,2,2,2,10,9,26,3,32,67,55,22,50,54,3,2,1,1,2,0,0,3,4,0,3,3,1,1,3,2,1,1,2,2,1,2,1,1,2,1,1,2,2,1,2,1,1,2,2,2,1,3,2,2,1,1,2,2,2,2,2,1,1,2,6, , , , ,2, , , , ,-99,2, ,-98,-99,1,0,0,0,0,0,0,1, ,2,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"set8,set18,set21,set22,set35","_3,_1,_6,_2,_4,_5",Borders,Employment,Social isolation,Household’s economic circumstances,COVID infection rate,Mental health,8,18,21,22,35,"{Choice8,Choice44}","{Choice54,Choice18}","{Choice21,Choice57}","{Choice58,Choice22}","{Choice35,Choice71}",8,54,21,58,35,0,0,1,0,1,2,2,0,1,2,1,0,1,0,1,0,2,2,2,0,1,1,1,1,1,1,0,1,1,0,44,18,57,22,71,0,0,1,0,1,2,2,0,1,2,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,2,2,2,2,2,"b,d,h,f,a,c,e,g",1,1,1,1,1,1,1,1,"a,c,b",2,2,3,"a,c,b",2,2,3,"a,g,c,d,e,f,b",1,2,2,2,2,2,1,4, , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.74008218970827,1,4,2,2,2
