SRCID,Mode,A1,A2,undecided_voter,A3,A4a,A4b,A4c,A4d,A4e,A4f,B1a,B1b,B1c,B1d,B4,B6f,B6g,B7,V1,D1a,D1b,D1c,D1d,D1e,D1f,D3,E1a,E1b,E1c,E1d,E1e,E1f,E1g,E1h,E11a,E13,F1a,F1b,F1c,F1d,F1e,F1f,F1g,F1h,F2a,F2b,F2c,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc,StateMap,A4F2_agg,opinionated
1909,1,2,"""3""",FALSE,7,2,2,2,2,2,2,1,2,2,2,3,5,5,2,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,2,3,3,2,3,3,1,"""1""",0.25,FALSE
1910,1,2,"""1""",FALSE,7,2,3,3,3,2,2,2,2,2,1,3,1,1,1,3,3,2,3,3,2,2,2,2,2,2,1,2,2,1,1,3,4,1,1,1,1,1,2,1,1,4,4,3,2,3,1,1,"""1""",0.333333333,FALSE
1911,1,4,"""1""",FALSE,4,3,2,4,2,3,2,2,2,2,1,3,2,2,1,3,3,3,3,3,2,1,1,2,1,2,1,2,2,1,2,2,4,1,1,1,2,1,1,1,2,3,4,3,2,2,2,1,"""1""",0.305555556,FALSE
1912,1,2,"""1""",FALSE,8,3,3,2,2,3,3,2,2,2,1,3,4,4,2,4,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,4,2,1,1,2,1,2,2,3,2,3,3,1,3,2,5,"""5""",0.25,FALSE
1913,2,3,"""1""",FALSE,8,3,-98,2,1,1,1,2,2,2,2,4,5,5,2,4,1,1,1,1,2,2,3,2,2,2,2,1,1,1,2,1,4,1,1,2,1,1,1,1,3,2,2,2,1,3,3,3,"""3""",6.138888889,FALSE
1914,1,4,"""4""",FALSE,8,3,3,1,2,2,1,2,2,2,1,3,4,5,2,3,2,3,1,3,1,2,1,1,2,2,2,2,2,1,1,2,4,1,1,1,1,1,1,1,2,3,3,2,2,2,2,5,"""5""",0.361111111,FALSE
1915,2,4,"""11""",FALSE,4,2,3,3,1,2,1,2,2,1,1,3,3,5,2,3,3,1,3,2,2,2,3,1,2,2,2,2,2,1,2,2,4,4,2,2,2,3,1,2,3,2,2,2,1,4, ,1,"""1""",0.527777778,TRUE
1916,1,2,"""3""",FALSE,6,2,2,2,2,2,2,2,2,2,1,3,4,3,2,3,3,2,2,4,2,3,2,2,2,2,2,1,2,2,2,2,4,2,2,1,2,2,2,2,2,3,3,3,2,3,2,1,"""1""",0.166666667,FALSE
1918,1,2,"""1""",FALSE,7,2,2,2,1,1,1,2,2,2,1,1,2,2,1,4,3,2,1,2,1,1,2,1,2,2,2,2,2,1,2,2,4,1,2,1,1,2,1,1,2,3,3,3,2,2,1,1,"""1""",0.333333333,FALSE
1919,1,4,"""1""",FALSE,5,3,2,2,2,2,3,1,2,2,1,3,1,1,3,3,3,3,2,2,3,3,4,2,2,1,2,2,2,2,2,3,4,4,2,2,4,3,3,2,3,2,2,3,2,1,3,2,"""2""",0.333333333,FALSE
1920,2,2,"""3""",FALSE,7,2,1,2,2,2,2,2,2,2,1,2,5,5,1,3,3,2,3,3,3,2,3,2,2,2,2,1,1,2,2,2,4,1,1,2,1,1,2,1,1,1,1,2,1,3,2,1,"""1""",0.638888889,TRUE
1921,1,2,"""3""",FALSE,9,2,2,1,1,1,1,2,2,2,2,3,5,5,2,4,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,4,2,2,2,2,1,2,1,2,1,2,1,2,4,2,3,"""3""",0.805555556,TRUE
1922,1,2,"""4""",FALSE,7,3,2,2,2,2,2,2,2,2,1,2,5,5,2,3,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,1,4,1,1,1,1,1,1,1,2,1,1,1,2,3,1,6,"""6""",0.666666667,TRUE
1923,2,4,"""3""",FALSE,3,4,3,4,3,3,1,2,2,2,1,2,5,5,1,2,3,1,2,1,1,1,1,2,2,2,1,1,2,1,2,4,2,1,1,1,1,1,1,1,1,3,2,2,2,3,3,1,"""1""",0.5,TRUE
1924,2,2,"""1""",FALSE,7,2,2,2,2,2,1,2,2,2,2,3,1,3,1,4,1,1,2,3,1,1,2,1,2,2,2,2,2,1,2,2,4,3,2,2,2,2,1,1,3,2,2,2,2,3,1,1,"""1""",0.472222222,FALSE
1925,2,2,"""1""",FALSE,9,2,2,2,2,2,2,2,2,2,1,4,5,4,1,3,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,4,-98,3,3,2,2,1,2,1,2,2,2,2,4, ,1,"""1""",0.416666667,FALSE
1926,1,1,"""1""",FALSE,10,2,3,3,2,1,1,2,2,2,2,3,5,5,2,4,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,4,4,1,2,2,1,2,2,2,2,3,2,1,3,2,3,"""3""",0.444444444,FALSE
1927,1,2,"""1""",FALSE,6,2,2,2,2,1,1,2,2,2,1,3,2,4,2,1,3,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,4,2,2,1,2,1,1,1,3,2,2,2,2,3,1,1,"""1""",0.527777778,TRUE
1928,1,2,"""1""",FALSE,7,3,3,2,2,2,1,2,2,2,2,2,5,5,1,3,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,4,4,2,3,3,3,2,2,4,5,5,4,2,3,2,5,"""5""",0.638888889,TRUE
1929,1,4,"""4""",FALSE,4,3,2,3,2,2,2,1,2,2,2,3,5,5,2,4,4,2,2,5,2,2,3,1,2,2,2,2,2,2,2,1,4,1,2,2,2,1,1,2,2,4,3,2,2,2,1,3,"""3""",0.333333333,FALSE
1930,1,4,"""97""",FALSE,7,4,3,3,3,4,2,2,2,1,1,3,5,5,3,1,3,2,3,4,2,2,1,1,2,2,2,2,2,2,2,2,4,1,2,2,2,2,2,1,3,4,3,4,2,2,2,3,"""3""",0.444444444,FALSE
1931,1,2,"""11""",FALSE,7,3,1,1,2,1,1,2,2,2,1,4,5,5,2,3,4,1,2,3,1,1,2,2,2,2,2,2,2,1,2,1,4,2,2,2,1,4,1,2,4,1,2,1,2,1,3,5,"""5""",0.805555556,TRUE
1932,1,4,"""3""",FALSE,6,3,2,2,2,3,2,1,2,2,1,3,4,5,1,4,2,1,2,3,2,3,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,3,2,3,2,2,1,3,1,"""1""",0.333333333,FALSE
1933,1,2,"""3""",FALSE,9,3,2,1,1,2,1,1,2,2,2,3,5,5,2,4,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,4,1,1,1,2,2,1,1,3,1,1,1,1,4,1,5,"""5""",0.833333333,TRUE
1934,1,2,"""1""",FALSE,4,2,3,3,3,2,2,2,2,2,1,2,1,1,3,2,3,2,4,4,3,1,3,2,2,2,2,2,1,1,1,4,2,3,2,2,2,2,2,2,3,4,4,4,2,4,3,2,"""2""",0.416666667,FALSE
1935,1,2,"""1""",FALSE,9,2,2,3,1,3,2,2,2,2,1,3,1,1,1,4,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,4,4,3,3,3,3,2,1,2,2,3,3,2,4,3,2,"""2""",0.305555556,FALSE
1936,1,1,"""3""",FALSE,8,2,1,1,1,1,1,2,2,2,1,3,5,5,2,4,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,3,4,1,1,1,1,1,1,1,2,1,2,1,1,4,1,3,"""3""",0.861111111,TRUE
1937,1,4,"""4""",FALSE,8,3,2,3,2,2,2,2,2,2,2,2,2,2,1,4,3,2,2,2,2,1,1,1,2,2,2,2,2,1,1,2,4,1,1,1,2,1,2,2,2,3,3,3,1,2,1,1,"""1""",0.166666667,FALSE
1938,1,4,"""-98""",TRUE,3,3,3,3,2,3,1,2,2,2,1,3,5,5,3,3,3,2,2,2,1,1,3,1,2,2,2,2,2,1,2,2,2,3,1,1,1,3,1,1,3,2,3,3,2,3,2,1,"""1""",0.305555556,FALSE
1939,1,2,"""1""",FALSE,7,2,2,1,2,2,2,2,2,2,1,3,3,3,1,4,3,2,3,2,2,1,1,2,2,2,2,2,1,2,2,1,4,3,1,2,2,1,1,1,2,3,3,2,2,4,3,3,"""3""",0.305555556,FALSE
1940,1,2,"""1""",FALSE,7,1,2,1,1,2,1,2,2,2,2,3,5,5,2,4,2,1,2,3,1,1,1,1,2,2,2,2,1,1,2,1,4,2,2,1,1,2,1,1,2,2,2,1,2,4,1,5,"""5""",0.722222222,TRUE
1941,1,2,"""1""",FALSE,5,3,1,4,2,2,1,2,2,2,1,2,3,4,1,2,3,3,3,3,3,2,3,1,2,2,2,2,2,1,2,2,4,2,1,2,1,2,3,2,3,3,3,3,2,2,1,8,"""8""",0.333333333,FALSE
1943,1,1,"""3""",FALSE,8,3,2,3,2,2,1,2,2,2,1,1,4,4,2,4,3,2,2,2,1,1,2,1,2,2,2,2,2,1,2,3,4,1,1,1,1,1,1,1,1,2,2,3,2,2,2,1,"""1""",0.388888889,FALSE
1944,1,1,"""6""",FALSE,6,3,3,3,3,3,3,2,2,2,2,3,5,4,3,4,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,3,1,3,2,2,2,2,2,3,2,2,2,3,1,3,1,3,"""3""",0.333333333,FALSE
1945,1,2,"""3""",FALSE,7,2,2,2,1,2,1,2,2,2,1,2,5,5,1,4,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,4,1,2,2,2,2,1,1,2,2,3,3,2,1,2,1,"""1""",0.361111111,FALSE
1946,1,2,"""3""",FALSE,5,3,2,3,2,2,2,2,2,2,2,2,5,5,2,4,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,3,1,4,"""4""",0.416666667,FALSE
1947,1,4,"""3""",FALSE,4,4,3,2,3,2,1,1,2,2,1,3,5,5,2,3,2,1,1,3,1,1,1,2,2,2,1,-99,2,1,1,4,4,1,1,1,1,1,1,1,2,3,3,2,2,3,1,3,"""3""",0.361111111,FALSE
1948,1,2,"""4""",FALSE,8,2,2,2,1,2,1,1,2,2,1,3,1,1,1,4,3,1,3,3,2,1,1,1,2,2,2,2,2,1,2,2,4,1,2,2,-98,1,1,1,3,2,3,3,2,2,3,2,"""2""",0.361111111,FALSE
1951,1,1,"""1""",FALSE,5,2,2,2,2,2,2,2,2,2,2,2,5,5,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2, ,8,"""8""",0.666666667,TRUE
1952,1,2,"""3""",FALSE,8,3,2,1,2,2,2,2,2,2,1,2,5,5,2,4,3,2,3,3,2,2,1,1,2,2,2,2,2,1,2,1,4,2,2,2,2,2,2,2,3,3,3,3,2,2,3,4,"""4""",0.222222222,FALSE
1953,1,4,"""3""",FALSE,7,3,2,1,3,2,1,2,2,2,1,3,1,1,1,4,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,4,1,1,1,1,1,1,1,1,2,3,2,2,4,3,2,"""2""",0.444444444,FALSE
1954,1,2,"""4""",FALSE,7,2,2,2,1,2,1,1,2,2,1,3,2,3,1,4,3,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,4,1,1,1,1,1,1,1,2,2,3,4,2,2,1,1,"""1""",0.444444444,FALSE
1955,1,4,"""3""",FALSE,0,3,3,3,3,3,1,2,2,2,1,3,3,3,1,3,4,4,4,4,4,4,3,2,2,2,2,1,2,1,2,4,2,1,1,1,1,1,1,1,1,5,5,5,2,2,1,4,"""4""",0.722222222,TRUE
1956,1,2,"""4""",FALSE,6,3,2,2,2,2,1,1,2,2,1,2,1,1,1,4,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,4,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,"""2""",0.472222222,FALSE
1957,1,2,"""1""",FALSE,7,1,2,2,1,1,1,2,2,2,2,3,1,1,2,4,2,1,3,2,1,1,1,1,2,2,2,2,2,2,2,1,4,2,1,2,2,2,2,2,3,2,1,1,1,1,1,2,"""2""",0.805555556,TRUE
1958,1,2,"""3""",FALSE,7,3,3,2,3,2,2,1,2,2,1,2,1,1,1,4,2,4,4,4,3,4,2,2,2,2,2,1,2,1,2,3,4,2,1,1,1,2,1,1,1,3,2,3,1,3,3,2,"""2""",0.25,FALSE
1959,1,2,"""1""",FALSE,3,2,3,2,2,1,2,1,2,2,1,2,2,2,1,3,4,4,4,4,4,4,3,2,2,2,2,2,1,2,1,4,1,3,2,2,2,2,1,1,3,4,5,3,2,4,2,3,"""3""",0.472222222,FALSE
1960,2,2,"""1""",FALSE,7,2,2,2,1,2,3,1,2,2,1,3,2,1,3,4,2,3,3,2,3,2,3,2,2,2,2,2,1,1,2,3,4,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,"""2""",0.472222222,FALSE
1961,1,2,"""2""",FALSE,7,2,2,2,2,2,2,2,2,2,2,3,5,5,2,4,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,"""1""",0.666666667,TRUE
1962,2,2,"""1""",FALSE,7,2,2,1,2,2,2,2,2,2,2,2,1,1,1,4,3,2,3,2,3,1,1,2,2,2,2,2,1,2,2,2,4,1,3,3,4,2,1,2,3,2,2,2,2,4,3,2,"""2""",0.472222222,FALSE
1963,1,2,"""3""",FALSE,8,4,3,3,2,1,2,1,2,2,1,4,3,3,2,4,3,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,2,4,3,3,1,2,2,1,"""1""",0.361111111,FALSE
1964,1,2,"""-98""",TRUE,6,2,2,2,2,2,2,2,2,2,2,3,5,5,2,4,3,1,4,3,2,1,2,2,2,2,2,2,1,2,1,1,4,1,1,1,2,2,1,1,3,3,3,2,2,4,1,3,"""3""",0.25,FALSE
1965,1,2,"""1""",FALSE,6,2,2,2,2,2,2,1,2,2,1,2,1,1,2,4,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,4,1,1,1,1,1,1,1,2,1,1,1,2,2,1,6,"""6""",0.666666667,TRUE
1966,1,2,"""4""",FALSE,3,3,2,3,2,3,2,1,2,2,2,2,5,5,2,4,2,4,3,4,3,5,4,1,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,2,3,2,2,2,3,1,1,"""1""",0.333333333,FALSE
1967,1,4,"""3""",FALSE,5,3,2,2,2,2,1,2,2,2,1,3,4,4,3,4,3,2,3,2,3,3,2,2,1,1,1,2,2,2,2,3,4,2,2,2,3,2,1,1,2,3,3,3,2, ,1,5,"""5""",0.222222222,FALSE
1968,1,4,"""3""",FALSE,4,3,2,2,1,2,2,2,2,2,2,2,1,1,1,4,2,2,2,3,1,1,1,2,2,1,2,2,2,1,2,2,4,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,"""2""",0.555555556,TRUE
1969,2,1,"""1""",FALSE,10,2,2,2,1,2,1,2,2,2,2,2,1,1,3,4,1,1,1,2,1,1,1,2,2,2,2,2,1,2,1,1,4,2,2,2,2,2,2,2,3,1,2,2,2,4,2,2,"""2""",0.611111111,TRUE
1970,1,2,"""6""",FALSE,7,2,2,1,2,2,2,1,2,1,1,2,5,5,1,4,4,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,4,2,3,2,2,3,2,3,3,2,3,2,2,4,3,3,"""3""",0.388888889,FALSE
1971,1,2,"""3""",FALSE,5,3,3,2,1,1,1,2,2,2,1,2,1,1,1,4,3,2,3,3,1,1,1,1,2,2,2,2,2,1,2,1,4,1,1,1,1,1,1,1,1,3,3,2,2,2,1,2,"""2""",0.416666667,FALSE
1972,1,1,"""3""",FALSE,9,2,1,1,1,1,1,2,2,2,1,3,5,5,2,3,2,1,1,1,1,1,2,1,2,2,2,2,1,2,1,2,4,1,1,1,1,1,1,1,2,2,2,2,1,3,1,3,"""3""",0.694444444,TRUE
1973,1,2,"""3""",FALSE,8,3,2,2,2,2,2,2,2,2,2,3,5,5,2,3,2,1,2,2,1,1,1,2,2,2,2,2,1,1,2,2,4,2,1,2,2,2,2,1,2,2,1,2,1,3,1,3,"""3""",0.5,TRUE
1974,1,2,"""4""",FALSE,7,3,2,2,2,2,2,2,2,2,1,3,5,5,2,4,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,4,1,1,1,2,1,2,1,2,2,3,2,1,3,1,4,"""4""",0.333333333,FALSE
1975,1,1,"""1""",FALSE,7,2,2,2,2,1,2,1,2,2,1,3,1,1,1,4,4,4,3,3,2,2,3,1,2,2,2,2,2,2,2,1,4,1,1,1,1,1,1,1,2,1,1,2,2,3,1,2,"""2""",0.638888889,TRUE
1976,1,2,"""3""",FALSE,4,3,2,3,3,2,2,2,2,1,1,2,4,5,1,4,3,1,2,1,1,1,3,1,2,2,2,2,2,1,2,2,4,1,1,1,1,1,1,1,2,2,3,3,2,4,2,1,"""1""",0.25,FALSE
1977,1,1,"""1""",FALSE,9,3,3,3,2,2,1,2,2,2,1,3,5,5,1,4,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,4,1,1,1,1,1,1,1,1,2,3,2,2,4,3,1,"""1""",0.388888889,FALSE
1978,1,4,"""3""",FALSE,5,3,3,2,3,2,2,2,2,2,1,2,5,5,2,4,3,2,2,3,2,1,1,1,2,2,2,2,2,2,2,2,4,2,1,1,1,2,2,2,3,2,3,3,1,3,2,5,"""5""",0.25,FALSE
1979,2,2,"""3""",FALSE,7,4,2,1,1,2,1,1,2,2,1,3,1,1,1,4,2,1,1,3,1,1,1,1,2,2,2,2,2,1,2,1,4,1,1,1,1,2,1,1,2,2,3,1,2,3,1,2,"""2""",0.638888889,TRUE
1980,1,4,"""1""",FALSE,6,3,3,3,2,2,2,1,2,2,1,4,5,5,2,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,3,2,2,2,2,1,1,3,3,3,3,1,3,2,4,"""4""",0.166666667,FALSE
1981,1,2,"""1""",FALSE,7,2,3,2,2,2,2,1,2,2,2,3,4,4,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,4,4,3,1,2,3,2,1,2,1,2,1,2,3,2,1,"""1""",0.583333333,TRUE
1982,1,2,"""3""",FALSE,6,3,3,3,2,2,2,2,2,2,1,2,2,2,1,4,4,2,2,3,2,3,2,1,2,2,2,2,2,2,2,1,4,1,1,2,2,1,1,1,3,2,4,4,2,1,1,1,"""1""",0.416666667,FALSE
1983,1,4,"""3""",FALSE,5,4,2,1,2,2,1,1,2,2,1,3,5,5,2,2,4,4,5,4,2,3,2,1,2,2,2,2,2,1,2,3,4,2,1,1,2,2,1,1,2,3,4,3,2,2,2,6,"""6""",0.416666667,FALSE
1984,1,2,"""1""",FALSE,8,2,2,1,1,1,1,2,2,2,1,3,5,5,2,4,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,4,1,1,1,1,1,2,1,2,2,2,2,1,3,1,4,"""4""",0.638888889,TRUE
1985,2,4,"""6""",FALSE,3,4,3,3,2,3,2,1,2,2,1,3,1,1,1,3,3,4,2,2,2,4,3,1,2,2,2,2,2,2,1,2,4,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,"""2""",0.472222222,FALSE
1986,1,2,"""11""",FALSE,8,2,2,2,2,1,1,2,2,2,1,2,5,5,1,3,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,4,3,1,1,1,1,1,1,1,1,1,1,1,4,2,1,"""1""",0.777777778,TRUE
1987,1,4,"""4""",FALSE,5,4,1,3,1,3,2,2,2,2,1,3,1,1,3,2,3,3,3,3,3,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,"""2""",0.583333333,TRUE
1988,1,1,"""1""",FALSE,9,2,1,2,1,1,1,2,2,2,2,3,1,1,2,4,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,4,1,2,2,2,1,1,1,3,1,2,1,1,3,1,2,"""2""",0.805555556,TRUE
1989,2,4,"""-99""",FALSE,4,4,3,4,3,3,2,2,2,2,2,3,5,5,2,2,2,2,4,3,2,2,1,2,2,1,2,2,2,1,1,2,4,2,1,1,1,1,1,1,2,4,4,3,2,4,2,1,"""1""",0.444444444,FALSE
1990,1,4,"""4""",FALSE,7,3,2,2,2,2,2,2,2,2,1,3,5,5,3,1,3,3,3,3,2,2,3,2,1,1,2,-98,2,1,2,2,4,1,1,1,1,1,1,1,1,2,4,2,2,3,2,2,"""2""",0.416666667,FALSE
1991,2,2,"""3""",FALSE,7,2,2,2,1,2,2,2,2,2,1,3,3,4,2,3,2,1,1,3,1,2,2,2,2,2,2,1,1,2,1,2,4,2,2,1,2,2,1,2,2,2,2,4,1,4,2,1,"""1""",0.472222222,FALSE
1992,1,2,"""11""",FALSE,7,4,4,4,2,2,2,2,2,2,2,4,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,4,1,2,1,2,2,2,2,3,3,3,1,3,3,1,"""1""",0.333333333,FALSE
1993,1,1,"""3""",FALSE,8,2,2,1,2,2,1,2,2,1,1,2,5,5,2,4,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,4,1,1,1,1,1,1,1,1,2,1,2,2,2,1,5,"""5""",0.611111111,TRUE
1994,1,2,"""1""",FALSE,5,3,2,2,2,1,1,2,2,2,2,4,5,5,3,1,3,2,3,3,2,2,3,2,2,2,2,1,2,1,2,3,4,3,2,3,3,2,1,2,3,3,4,4,2,2, ,3,"""3""",0.444444444,FALSE
1995,1,2,"""1""",FALSE,7,2,2,2,2,2,2,2,2,2,1,3,1,1,1,3,2,1,1,1,1,1,1,1,2,2,2,2,2,1,-98,1,4,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,"""2""",0.416666667,FALSE
1996,1,2,"""3""",FALSE,6,3,2,2,2,2,2,2,2,2,1,3,1,2,1,4,5,3,4,3,3,2,2,1,2,2,2,2,2,2,2,3,4,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,"""1""",0.5,TRUE
1997,1,2,"""1""",FALSE,8,1,2,2,2,2,1,2,2,2,1,3,3,3,2,4,1,3,2,2,3,3,3,1,2,1,2,2,2,1,1,3,4,1,1,1,1,1,1,1,1,2,2,2,1,3,1,1,"""1""",0.527777778,TRUE
1998,1,2,"""4""",FALSE,6,3,3,3,3,3,2,2,2,2,1,3,3,3,1,3,3,2,3,3,1,1,1,2,1,2,1,2,2,2,2,2,4,1,1,1,1,1,1,1,2,4,3,3,2,1,3,1,"""1""",0.25,FALSE
1999,2,2,"""96""",FALSE,8,3,2,3,1,3,3,2,2,2,2,3,5,5,2,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,4,3,1,1,1,1,1,1,1,2,1,1,1,4,1,1,"""1""",0.638888889,TRUE
2000,1,2,"""6""",FALSE,6,2,3,2,1,2,2,2,2,2,2,3,5,5,2,4,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,4,2,1,2,2,2,1,1,2,2,3,3,2,3,1,3,"""3""",0.305555556,FALSE
2001,1,2,"""3""",FALSE,3,2,2,2,1,2,2,1,2,2,2,3,3,3,2,4,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,4,1,2,1,1,2,1,1,2,2,2,2,2,3,1,1,"""1""",0.472222222,FALSE
2002,1,2,"""3""",FALSE,10,2,1,1,1,1,1,2,2,2,2,3,5,5,2,4,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,4,1,1,2,2,1,1,2,2,2,2,2,1,4,2,3,"""3""",0.694444444,TRUE
2003,1,1,"""-98""",TRUE,8,1,1,1,1,1,2,2,2,2,1,2,5,5,2,4,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,4,1,1,1,1,1,1,1,1,2,4,2,2,2,1,3,"""3""",0.694444444,TRUE
2004,1,2,"""3""",FALSE,8,2,2,2,1,2,2,2,2,2,2,3,1,1,1,4,2,1,2,1,1,1,1,2,2,2,2,2,1,1,2,1,4,1,1,1,2,2,2,2,2,2,2,2,2,4,1,2,"""2""",0.472222222,FALSE
2005,1,5,"""13""",FALSE,2,3,3,4,2,2,2,2,2,2,2,3,1,2,3,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,4,4,4,1,1,1,1,1,1,1,2,2,2,1,4,2,1,"""1""",0.472222222,FALSE
2006,1,2,"""4""",FALSE,9,4,4,3,1,2,1,2,2,2,2,3,2,2,2,4,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,4,1,2,1,1,2,1,2,3,2,2,2,2,3,1,2,"""2""",0.638888889,TRUE
2007,2,1,"""1""",FALSE,5,1,1,1,1,1,2,2,2,2,1,2,1,2,1,3,3,2,3,2,1,1,3,2,2,2,2,2,1,1,2,2,4,2,2,2,2,1,1,2,3,2,2,3,1,3,1,1,"""1""",0.611111111,TRUE
2008,1,2,"""1""",FALSE,7,2,2,2,2,2,2,2,2,2,2,3,4,4,2,2,3,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,4,2,2,2,2,2,2,2,3,3,3,3,1,4,2,5,"""5""",0.166666667,FALSE
2011,2,2,"""11""",FALSE,4,3,3,4,3,4,2,2,2,2,2,4,5,5,3,4,3,1,1,2,3,1,1,2,2,2,2,1,1,1,2,2,4,4,3,2,3,4,2,2,3,2,3,4,1,3, ,1,"""1""",0.444444444,FALSE
2012,2,2,"""1""",FALSE,7,2,3,3,1,2,2,2,2,2,1,3,3,1,1,4,1,2,2,2,2,1,3,2,2,2,2,2,1,2,1,1,4,2,1,1,2,1,1,1,2,1,2,1,1,4,2,2,"""2""",0.638888889,TRUE
2014,1,4,"""6""",FALSE,7,2,2,2,1,1,1,2,2,2,1,2,5,5,2,3,2,2,3,2,1,1,2,2,1,2,1,2,2,2,2,3,4,1,1,1,1,1,1,1,1,2,2,2,1,1,3,1,"""1""",0.583333333,TRUE
2015,2,1,"""1""",FALSE,9,2,3,1,1,1,2,2,2,2,1,3,-98,5,1,4,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,4,1,1,1,-98,1,2,1,2,1,1,1,2,4,1,3,"""3""",0.833333333,TRUE
2016,2,2,"""11""",FALSE,9,3,2,3,2,2,1,1,2,1,2,3,5,5,2,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,4,3,2,2,2,3,2,3,2,1,1,1,1,3,2,1,"""1""",0.722222222,TRUE
2017,1,2,"""3""",FALSE,8,3,2,2,2,4,1,2,2,2,1,3,1,1,2,4,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,4,4,4,2,2,2,2,4,2,4,2,2,2,1,2,3,3,"""3""",0.527777778,TRUE
2018,1,2,"""2""",FALSE,7,2,3,3,2,2,3,2,2,2,2,3,1,2,2,3,1,1,1,1,1,1,1,2,2,2,2,2,1,2,-99,1,4,3,3,3,3,3,3,3,3,2,2,2,1,4,3,2,"""2""",0.416666667,FALSE
2019,1,2,"""4""",FALSE,6,3,3,2,2,2,1,1,2,2,1,3,1,1,1,1,2,2,3,2,1,2,3,2,1,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,2,3,3,3,2,3,3,2,"""2""",0.222222222,FALSE
2020,1,4,"""3""",FALSE,7,2,2,2,1,2,1,2,2,2,1,2,1,1,3,3,3,3,2,2,1,1,2,1,2,2,2,2,2,2,2,2,4,2,2,1,2,2,1,2,3,5,3,4,2,2,3,2,"""2""",0.527777778,TRUE
2021,1,4,"""-98""",TRUE,4,3,2,2,3,2,2,2,2,2,2,3,4,4,2,3,2,2,2,3,2,3,1,1,2,2,2,2,2,2,2,3,4,2,2,2,4,1,2,1,4,4,4,4,2,2,1,1,"""1""",0.416666667,FALSE
